Code,Waarde,DatumVanaf,DatumTot,Toelichting
978,Tull en 't Waal,1994-02-01,1998-11-30,TUL00
979,Twello,1994-02-01,9999-12-31,TLO00
980,Twisk,1994-02-01,1996-01-31,TWI00
981,Tzummarum,1994-02-01,9999-12-31,TMU00
982,Ubach over Worms,1994-02-01,9999-12-31,UBH00
983,Ubbergen,1994-02-01,9999-12-31,UBG00
984,Uden,1994-02-01,9999-12-31,UDN00
985,Udenhout,1994-02-01,9999-12-31,UDH00
986,Uitgeest,1994-02-01,9999-12-31,UGT00
987,Uithoorn,1994-02-01,9999-12-31,UHN00
988,Uithuizen,1994-02-01,9999-12-31,UHZ01
989,Uithuizermeeden,1994-02-01,9999-12-31,UHZ02
990,Ulestraten,1994-02-01,9999-12-31,ULS00
991,Ulrum,1994-02-01,9999-12-31,URM00
992,Ureterp,1994-02-01,9999-12-31,URT00
993,Urk,1994-02-01,9999-12-31,URK00
994,Urmond,1994-02-01,9999-12-31,UMD00
995,Usquert,1994-02-01,9999-12-31,UQT00
996,Utrecht,1994-02-01,9999-12-31,UTT00
997,Vaals,1994-02-01,9999-12-31,VAA00
998,Vaassen,1994-02-01,9999-12-31,VSN02
999,Valburg,1994-02-01,9999-12-31,VBG02
1000,Valkenburg Limburg,1994-02-01,9999-12-31,VKB01
1001,Valkenburg Zuid-Holland,1994-02-01,9999-12-31,VKB02
1002,Valkenisse,1994-02-01,9999-12-31,VKN00
1003,Valkenswaard,1994-02-01,9999-12-31,VKW00
1004,Varik,1994-02-01,9999-12-31,VRK00
1005,Varsseveld,1994-02-01,9999-12-31,VSV00
1006,Veendam,1994-02-01,9999-12-31,VDM00
1007,Veenendaal,1994-02-01,9999-12-31,VND00
1008,Veenwouden,1994-02-01,9999-12-31,VWD01
1009,Veere,1994-02-01,9999-12-31,VRE00
1010,Veessen,1994-02-01,9999-12-31,VSN03
1011,Veghel,1994-02-01,9999-12-31,VHL00
1012,Veldhoven,1994-02-01,9999-12-31,VHV01
1013,Veldhuizen,1994-02-01,9999-12-31,VHZ01
1014,Velp Gelderland,1994-02-01,9999-12-31,VEL01
1015,Velp Noord-Brabant,1994-02-01,2009-01-01,VEL02
1016,Velsen,1994-02-01,9999-12-31,VSN01
1017,Venhuizen,1994-02-01,9999-12-31,VHZ03
1018,Venlo,1994-02-01,9999-12-31,VLO00
1019,Venray,1994-02-01,9999-12-31,VRY00
1020,Vessem,1994-02-01,9999-12-31,VSM01
1021,Veur,1994-02-01,9999-12-31,VEU00
1022,Vianen,1994-02-01,9999-12-31,VAN00
1023,Vierlingsbeek,1994-02-01,9999-12-31,VLB00
1024,Vierpolders,1994-02-01,9999-12-31,VPD00
1025,Vinkeveen,1994-02-01,9999-12-31,VKV00
1026,Vlaardingen,1994-02-01,9999-12-31,VDG00
1027,Vlagtwedde,1994-02-01,9999-12-31,VWD02
1028,Vledder,1994-02-01,9999-12-31,VDR00
1029,Vleuten,1994-02-01,9999-12-31,VTN00
1030,Vlieland,1994-02-01,9999-12-31,VLD01
1031,Vlierden,1994-02-01,1996-04-30,VDN01
1032,Vlijmen,1994-02-01,9999-12-31,VMN00
1033,Vlissingen,1994-02-01,9999-12-31,VSG00
1034,Vlist,1994-02-01,9999-12-31,VLI00
1035,Vlodrop,1994-02-01,9999-12-31,VDP00
1036,Voerendaal,1994-02-01,9999-12-31,VRD00
1037,Vollenhove,1994-02-01,9999-12-31,VLH00
1038,Voorburg,1994-02-01,9999-12-31,VBG01
1039,Voorhout,1994-02-01,9999-12-31,VHT00
1040,Voorschoten,1994-02-01,9999-12-31,VST00
1041,Voorst,1994-02-01,9999-12-31,VOO00
1042,Voorthuizen,1994-02-01,9999-12-31,VHZ02
1043,Vorden,1994-02-01,9999-12-31,VDN02
1044,Vreeland,1994-02-01,9999-12-31,VLD02
1045,Vreeswijk,1994-02-01,9999-12-31,VWK00
1046,Vries,1994-02-01,9999-12-31,VRI00
1047,Vriezenveen,1994-02-01,9999-12-31,VZV00
1048,Vrijhoeve-Capelle,1994-02-01,1998-11-30,VHV02
1049,Vught,1994-02-01,9999-12-31,VUG00
1050,Vuren,1994-02-01,9999-12-31,VRN00
1051,Waalre,1994-02-01,9999-12-31,WRE02
1052,Waalwijk,1994-02-01,9999-12-31,WWK00
1053,Waarde,1994-02-01,9999-12-31,WDE01
1054,Waarder,1994-02-01,1994-02-01,(was dubbel met 1056)
1055,Waardenburg,1994-02-01,9999-12-31,WDB01
1056,Waarder,1994-02-01,9999-12-31,WDR02
1057,Waddenzee III,1994-02-01,2000-01-01,WDZ03
1058,Waddenzee I,1994-02-01,2000-01-01,WDZ01
1059,Waddenzee II,1994-02-01,2000-10-01,WDZ02
1060,Waddinxveen,1994-02-01,9999-12-31,WDV01
1061,Wadenoijen,1994-02-01,9999-12-31,WDN03
1062,Wageningen,1994-02-01,9999-12-31,WGN00
1063,Wamel,1994-02-01,9999-12-31,WML00
1064,Wanneperveen,1994-02-01,9999-12-31,WNP00
1065,Wanroij,1994-02-01,9999-12-31,WRJ00
1066,Wanssum,1994-02-01,9999-12-31,WSM02
1067,Warder,1994-02-01,9999-12-31,WDR01
1068,Warffum,1994-02-01,9999-12-31,WFM00
1069,Warmenhuizen,1994-02-01,9999-12-31,WMH00
1070,Warmond,1994-02-01,9999-12-31,WMD01
1071,Warnsveld,1994-02-01,9999-12-31,WVD00
1072,Warrega,1994-02-01,9999-12-31,WRG04
1073,Waspik,1994-02-01,9999-12-31,WPK01
1074,Wassenaar,1994-02-01,9999-12-31,WSN01
1075,Watergraafsmeer,1994-02-01,9999-12-31,WTG02
1076,Wateringen,1994-02-01,9999-12-31,WTR00
1077,Waterland,1994-02-01,9999-12-31,WTL00
1078,Waverveen,1994-02-01,9999-12-31,WVV00
1079,Wedde,1994-02-01,9999-12-31,WDE03
1080,Weerselo,1994-02-01,9999-12-31,WSL02
1081,Weert,1994-02-01,9999-12-31,WEE01
1082,Weesp,1994-02-01,9999-12-31,WEE02
1083,Weesperkarspel,1994-02-01,9999-12-31,WPK02
1084,Wehl,1994-02-01,9999-12-31,WEH00
1085,Wemeldinge,1994-02-01,9999-12-31,WMD02
1086,Werkendam,1994-02-01,9999-12-31,WKD00
1087,Werkhoven,1994-02-01,9999-12-31,WHV00
1088,Wervershoof,1994-02-01,9999-12-31,WVH00
1089,Wessem,1994-02-01,9999-12-31,WSM01
1090,Westbroek,1994-02-01,1996-01-31,WBK00
1091,Westdorpe,1994-02-01,9999-12-31,WDP00
1092,Westerbork,1994-02-01,9999-12-31,WTB00
1093,Westergeest,1994-02-01,9999-12-31,WTG01
1094,Westerhoven,1994-02-01,9999-12-31,WTH00
1095,Wester-Koggenland,1994-02-01,9999-12-31,KGL02
1096,Westerschouwen,1994-02-01,9999-12-31,WTS00
1097,Westervoort,1994-02-01,9999-12-31,WTV00
1098,Westkapelle,1994-02-01,9999-12-31,WKP00
1099,Westmaas,1994-02-01,9999-12-31,WMS01
1100,Westvoorne,1994-02-01,9999-12-31,WVN00
1101,Westzaan,1994-02-01,9999-12-31,WZN00
1102,Weurt,1994-02-01,9999-12-31,WEU00
1103,Wierden,1994-02-01,9999-12-31,WDN02
1104,Wieringen,1994-02-01,9999-12-31,WRG01
1105,Wieringermeer,1994-02-01,9999-12-31,WRG03
1106,Wieringerwaard,1994-02-01,9999-12-31,WRG02
1107,Wijchen,1994-02-01,9999-12-31,WCN00
1108,Wijdewormer,1994-02-01,9999-12-31,WDW00
1109,Wijhe,1994-02-01,9999-12-31,WHE00
1110,Wijk aan Zee en Duin,1994-02-01,9999-12-31,WIJ02
1111,Wijk bij Duurstede,1994-02-01,9999-12-31,WIJ01
1112,Wijlre,1994-02-01,9999-12-31,WRE01
1113,Wijnandsrade,1994-02-01,9999-12-31,WNR00
1114,Wijngaarden,1994-02-01,9999-12-31,WGD00
1115,Wildervank,1994-02-01,9999-12-31,WDV02; WDV03
1116,Willemstad,1994-02-01,9999-12-31,WLS00
1117,Willeskop,1994-02-01,9999-12-31,WLK00
1118,Willige-Langerak,1994-02-01,9999-12-31,WLG00
1119,Wilnis,1994-02-01,9999-12-31,WNS00
1120,Wilp,1994-02-01,9999-12-31,WIL00
1121,Wilsum,1994-02-01,2000-01-01,WSM03
1122,Winschoten,1994-02-01,9999-12-31,WST00
1123,Winssen,1994-02-01,9999-12-31,WSN02
1124,Winsum,1994-02-01,9999-12-31,WSM04
1125,Winterswijk,1994-02-01,9999-12-31,WTW00
1126,Wirdum,1994-02-01,9999-12-31,WDM00
1127,Wisch,1994-02-01,9999-12-31,WIS00
1128,Wissenkerke,1994-02-01,9999-12-31,WSK00
1129,Witmarsum,1994-02-01,9999-12-31,WMS03
1130,Wittem,1994-02-01,9999-12-31,WTM00
1131,Woensdrecht,1994-02-01,9999-12-31,WDT00
1132,Woensel,1994-02-01,9999-12-31,WSL01
1133,Woerden,1994-02-01,9999-12-31,WDN01
1134,Wognum,1994-02-01,9999-12-31,WNM00
1135,Wolphaartsdijk,1994-02-01,1998-11-30,WPD00
1136,Wolvega,1994-02-01,9999-12-31,WVG00
1137,Wommels,1994-02-01,9999-12-31,WMS02
1138,Workum,1994-02-01,9999-12-31,WKM00
1139,Wormer,1994-02-01,9999-12-31,WMR00
1140,Wormerveer,1994-02-01,9999-12-31,WMV00
1141,Woubrugge,1994-02-01,9999-12-31,WBG00
1142,Woudenberg,1994-02-01,9999-12-31,WDB02
1143,Woudrichem,1994-02-01,9999-12-31,WDC00
1144,Woudsend,1994-02-01,9999-12-31,WED00
1145,Wouw,1994-02-01,9999-12-31,WOU00
1146,Yerseke,1994-02-01,9999-12-31,YSK00
1147,Zaamslag,1994-02-01,9999-12-31,ZSG00
1148,Zaandam,1994-02-01,9999-12-31,ZDM01
1149,Zaandijk,1994-02-01,9999-12-31,ZDK00
1150,Zalk,1994-02-01,2000-01-01,ZAL00
1151,Zaltbommel,1994-02-01,9999-12-31,ZBM00
1152,Zandvoort,1994-02-01,9999-12-31,ZVT00
1153,Zeddam,1994-02-01,9999-12-31,ZDM02
1154,Zederik1996-02-13,9999-12-31,ZDR00
1155,Zeeland,1994-02-01,9999-12-31,ZLD02
1156,Zeewolde,1994-02-01,9999-12-31,ZWD03
1157,Zegveld,1994-02-01,9999-12-31,ZVD00
1158,Zegwaard,1994-02-01,9999-12-31,ZWD01
1159,Zeist,1994-02-01,9999-12-31,ZEI00
1160,Zelhem,1994-02-01,9999-12-31,ZHM00
1161,Zesgehuchten,1994-02-01,1996-04-30,ZGH00
1162,Zetten,1994-02-01,9999-12-31,ZTN00
1163,Zevenaar,1994-02-01,9999-12-31,ZVN01
1164,Zevenbergen,1994-02-01,9999-12-31,ZVB00
1165,Zevenhoven,1994-02-01,9999-12-31,ZVH01
1166,Zevenhuizen,1994-02-01,9999-12-31,ZVH02
1167,Zierikzee,1994-02-01,9999-12-31,ZRZ00
1168,Zijpe,1994-02-01,9999-12-31,ZPE00
1169,Zoelen,1994-02-01,9999-12-31,ZLN01
1170,Zoetermeer,1994-02-01,9999-12-31,ZTM00
1171,Zoeterwoude,1994-02-01,9999-12-31,ZTW01
1172,Zouteveen,1994-02-01,9999-12-31,ZTV00
1173,Zuid-Beijerland,1994-02-01,9999-12-31,BEL02
1174,Zuidbroek,1994-02-01,9999-12-31,ZBK00
1175,Zuidhorn,1994-02-01,9999-12-31,ZHN00
1176,Zuidland,1994-02-01,9999-12-31,ZLD01
1177,Zuidlaren,1994-02-01,9999-12-31,ZLR00
1178,Zuidwolde,1994-02-01,9999-12-31,ZWD02
1179,Zuidzande,1994-02-01,1998-11-30,ZZD00
1180,Zuilen,1994-02-01,9999-12-31,ZLN02
1181,Zuilichem,1994-02-01,2000-01-01,ZLC00
1182,Zundert,1994-02-01,9999-12-31,ZDT02
1183,Zutphen,1994-02-01,9999-12-31,ZPN00
1184,Zwammerdam,1994-02-01,2000-01-01,ZMD00
1185,Zwartewaal,1994-02-01,9999-12-31,ZTW02
1186,Zwartsluis,1994-02-01,9999-12-31,ZSS00
1187,Zweeloo,1994-02-01,9999-12-31,ZLO00
1188,Zwijndrecht,1994-02-01,9999-12-31,ZDT01
1189,Zwolle,1994-02-01,9999-12-31,ZLE00
1190,Zwollerkerspel,1994-02-01,9999-12-31,ZLK00
1191,Nes Ameland,1994-02-01,9999-12-31,NES01
